"('001001101101', 3)",0.2999999999755616
"('110010110110', 11)",0.0
"('001110100110', 11)",0.0
"('101001000000', 8)",0.0
"('110000101000', 4)",0.0
"('110011110001', 8)",0.0
"('101011010000', 11)",0.0
"('001010111101', 5)",0.10305651080183875
"('011001001111', 7)",1.2528121493629416
"('111001011110', 11)",0.0
"('010110111100', 5)",0.31392496121528907
"('100000010000', 3)",0.0
"('111101000001', 6)",0.0
"('101011101000', 1)",0.0
"('011111001101', 10)",0.5561790044196436
"('100101000000', 2)",0.9984
"('110111011111', 6)",1.9999999999973785
"('110010110010', 5)",0.0
"('111110010110', 11)",0.0
"('100001111010', 2)",0.0
"('010000011010', 6)",0.0
"('001000001000', 5)",0.0
"('000100011100', 5)",0.0
"('110100010110', 5)",0.0
"('100011110001', 3)",0.0
"('000100010010', 9)",0.0
"('101000111110', 11)",0.992
"('101111001000', 7)",0.0
"('111011010111', 3)",0.999999488
"('000000001001', 4)",0.006913576966512989
"('101101110100', 8)",0.0
"('000101011010', 9)",0.09909526568090439
"('010110111001', 2)",0.11245256802363236
"('000100110111', 4)",0.41838429759194007
"('100010001010', 1)",0.0
"('001111000001', 9)",0.0
"('000111100101', 1)",1.3290922553755449
"('010000000000', 3)",0.00863642478987678
"('010111100000', 2)",0.08459845631999999
"('100001000110', 4)",0.0
"('010000101101', 5)",0.09889164268943651
"('100011000110', 2)",0.0
"('001101111010', 1)",0.38686231199201826
"('110000101100', 4)",0.0
"('000111111111', 1)",1.000090399488053
"('010100111101', 0)",0.0
"('011001111101', 10)",1.117099959205409
"('111000001101', 7)",0.0
"('011000110101', 8)",0.8
"('110110111101', 2)",0.0
"('111101110101', 4)",0.96
"('101000000100', 7)",0.0
"('101100000011', 4)",0.0
"('001011101101', 0)",0.0
"('110000000010', 2)",0.0
"('001000100111', 5)",0.0
"('000000001100', 7)",0.0926796722851776
"('111000000111', 4)",0.0
"('010111100111', 2)",0.3232118760333984
"('011000101110', 3)",0.29757955370308153
"('110001110101', 2)",0.0
"('000011000000', 0)",0.0
"('100001001011', 3)",0.0
"('100001000001', 3)",0.0
"('000011011011', 1)",0.11566637732948074
"('011000001101', 4)",0.0
"('011001111001', 10)",1.3490347418709123
"('010110001111', 5)",0.0
"('101000001010', 6)",0.0
"('010000100010', 4)",0.0
"('110101000110', 4)",0.0
"('110000001101', 4)",0.0
"('001100111110', 11)",1.3753081794167419
"('110011010101', 10)",0.0
"('110111110001', 8)",0.0
"('101011001110', 1)",0.0
"('010011010110', 2)",0.014244249600000002
"('011011110111', 0)",0.0
"('011000111101', 4)",0.32997049984834526
"('001111010111', 0)",0.8
"('001110110110', 0)",0.0
"('010100010100', 4)",0.0
"('100000101010', 1)",0.0
"('101000001000', 7)",0.0
"('110100001111', 6)",0.992
"('100001010000', 11)",0.0
"('110000110100', 10)",0.0
"('111101110100', 4)",0.99999997952
"('111110000001', 5)",0.8
"('010011110010', 8)",1.329385832637061
"('111010011011', 6)",0.0
"('000000011111', 2)",0.0
"('000010010001', 3)",0.0
"('111000001000', 9)",0.0
"('110000000101', 2)",0.0
"('010110100010', 8)",0.09844799581459383
"('001101010000', 9)",0.0
"('001001101111', 1)",0.12758221103450468
"('010000001111', 2)",0.0
"('011000111011', 9)",0.8
"('100101011100', 4)",0.0
"('011100011001', 6)",0.0
"('000111011111', 6)",1.3340389384347986
"('101110011101', 1)",0.0
"('000010001101', 2)",0.3292819114298935
"('010100101100', 4)",0.96
"('111110011000', 5)",0.96
"('000000000011', 5)",0.09833262481194659
"('001010101101', 10)",0.0
"('011000101100', 3)",0.3980999999973669
"('001001011011', 6)",0.11699999614206397
"('100010111101', 10)",0.0
"('000010000010', 5)",0.08888868871773599
"('110111000111', 7)",0.0
"('111000101111', 4)",0.0
"('100101101101', 2)",0.9999999999999896
"('110000000110', 5)",0.0
"('011100110111', 8)",1.3918308911306867
"('000001000000', 7)",0.027594011349394508
"('010110101001', 0)",0.0
"('110000001011', 2)",0.0
"('100001011100', 11)",0.0
"('111100111001', 5)",0.96
"('111000100101', 4)",0.0
"('100010010011', 9)",0.0
"('111100000100', 6)",0.0
"('101000100110', 1)",0.0
"('010010101101', 2)",0.32699138187084753
"('011101001110', 4)",0.28415999999999997
"('001011000000', 9)",0.0
"('101010000100', 6)",0.0
"('010011000001', 2)",0.10764287999999998
"('011100101101', 0)",0.0
"('000101000110', 0)",0.0
"('111111000110', 11)",0.0
"('111011010000', 10)",0.0
"('011011000001', 6)",0.38798042726399995
"('000000100100', 7)",0.09836376810347151
"('000000001010', 4)",0.029675587789352878
"('110100001100', 10)",0.0
"('110111111101', 2)",1.0
"('110000101100', 10)",0.0
"('011110100000', 5)",0.04608
"('010000010010', 4)",0.0991740032863446
"('011001111101', 4)",0.4653498796360456
"('100111111111', 2)",0.999999995904
"('110011111010', 3)",0.999999488
"('010100000001', 5)",0.0
"('000001000101', 8)",0.32781449577501537
"('010101111010', 2)",0.3119830184255168
"('111000100000', 7)",0.0
"('100100101100', 2)",0.0
"('000100011000', 4)",0.0
"('111011100011', 3)",1.9968
"('111110010101', 5)",0.9984
"('011100111101', 10)",0.3136832738536157
"('010001100100', 8)",0.03599968090581607
"('011100000010', 7)",0.0
"('111001011101', 6)",0.96
"('000010011111', 5)",0.8
"('001000000100', 10)",0.0
"('100001001100', 10)",0.0
"('000000000010', 7)",0.009272607382350506
"('001011000010', 7)",0.0
"('010001111100', 3)",0.0
"('110000001101', 3)",0.0
"('000001011011', 2)",0.03509998455481699
"('010010000010', 8)",0.0
"('000011110011', 1)",0.0
"('001100000100', 1)",0.0
"('001000011100', 1)",0.0
"('010110111100', 11)",1.0909893716902905
"('001110111000', 11)",0.0
"('101110010011', 8)",0.0
"('101111110011', 1)",0.9984
"('000001001001', 3)",0.08082025232057391
"('111000111101', 10)",0.0
"('110100011100', 11)",0.0
"('000101100111', 4)",0.287570665231458
"('101000100010', 11)",0.0
"('001101010011', 1)",0.12371141611162954
"('000001110111', 3)",0.011059200000000002
"('010101011011', 4)",0.07151616
"('101010000000', 5)",0.0
"('000001010000', 9)",0.09259969830246162
"('011010101111', 0)",0.0
"('000000001000', 10)",0.09249028394960113
"('110111011011', 6)",0.9984
"('001010001001', 9)",0.0
"('010111010001', 10)",0.0
"('010111100000', 10)",0.09984061039294845
"('000000101101', 4)",0.09255777390052039
"('001100100010', 5)",0.0
